Row ID,Order ID,DateKey,ShipDateKey,ProductKey,CustomerKey,GeographyKey,ShipModeKey,Sales,Quantity,Discount,Profit,Ship Days,Profit Margin,Returned Flag,Returned,Net Sales After Returns,Return Sales,Loss Flag,Discount Band
53,CA-2016-115742,20160418,20160422,52,25,23,2,89.99,1,0.0,17.098099999999988,4,0.1899999999999999,False,No,89.99,0.0,False,0%
54,CA-2017-105816,20171211,20171217,53,26,24,2,15.260000000000002,7,0.0,6.256600000000001,6,0.41,False,No,15.260000000000002,0.0,False,0%
55,CA-2017-105816,20171211,20171217,54,26,24,2,1029.95,5,0.0,298.6855,6,0.29,False,No,1029.95,0.0,False,0%
56,CA-2017-111682,20170617,20170618,55,27,25,3,208.56,6,0.0,52.13999999999999,1,0.2499999999999999,True,Yes,0.0,208.56,False,0%
57,CA-2017-111682,20170617,20170618,56,27,25,3,32.400000000000006,5,0.0,15.552,1,0.48,True,Yes,0.0,32.400000000000006,False,0%
58,CA-2017-111682,20170617,20170618,57,27,25,3,319.41,5,0.1,7.098000000000006,1,0.0222222222222222,True,Yes,0.0,319.41,False,0-10%
59,CA-2017-111682,20170617,20170618,58,27,25,3,14.56,2,0.0,6.9888,1,0.48,True,Yes,0.0,14.56,False,0%
60,CA-2017-111682,20170617,20170618,47,27,25,3,30.0,2,0.0,3.3000000000000007,1,0.11,True,Yes,0.0,30.0,False,0%
61,CA-2017-111682,20170617,20170618,59,27,25,3,48.48,4,0.2,16.362,1,0.3374999999999999,True,Yes,0.0,48.48,False,10-20%
62,CA-2017-111682,20170617,20170618,60,27,25,3,1.68,1,0.0,0.84,1,0.5,True,Yes,0.0,1.68,False,0%
63,CA-2016-135545,20161124,20161130,61,28,26,2,13.98,2,0.0,6.151200000000001,6,0.44,False,No,13.98,0.0,False,0%
64,CA-2016-135545,20161124,20161130,62,28,26,2,25.824,6,0.2,9.3612,6,0.3625,False,No,25.824,0.0,False,10-20%
65,CA-2016-135545,20161124,20161130,63,28,26,2,146.73,3,0.0,68.9631,6,0.47,False,No,146.73,0.0,False,0%
66,CA-2016-135545,20161124,20161130,64,28,26,2,79.76,4,0.0,22.33280000000001,6,0.2800000000000001,False,No,79.76,0.0,False,0%
67,US-2016-164175,20160430,20160505,65,29,27,2,213.115,5,0.3,-15.22250000000001,5,-0.0714285714285714,False,No,213.115,0.0,True,20-40%
68,CA-2015-106376,20151205,20151210,66,30,28,2,1113.024,8,0.2,111.30239999999998,5,0.0999999999999999,False,No,1113.024,0.0,False,10-20%
69,CA-2015-106376,20151205,20151210,67,30,28,2,167.96800000000002,4,0.2,62.988,5,0.3749999999999999,False,No,167.96800000000002,0.0,False,10-20%
70,CA-2017-119823,20170604,20170606,68,31,29,3,75.88,2,0.0,35.663599999999995,2,0.47,False,No,75.88,0.0,False,0%
71,CA-2017-106075,20170918,20170923,69,32,30,2,4.616,1,0.2,1.731,5,0.375,False,No,4.616,0.0,False,10-20%
72,CA-2018-114440,20180914,20180917,70,15,31,1,19.05,3,0.0,8.763,3,0.4600000000000001,False,No,19.05,0.0,False,0%
73,US-2016-134026,20160426,20160502,71,33,32,2,831.9360000000001,8,0.2,-114.39120000000004,6,-0.1375,False,No,831.9360000000001,0.0,True,10-20%
74,US-2016-134026,20160426,20160502,72,33,32,2,97.04,2,0.2,1.2129999999999974,6,0.0124999999999999,False,No,97.04,0.0,False,10-20%
75,US-2016-134026,20160426,20160502,73,33,32,2,72.784,1,0.2,-18.196,6,-0.25,False,No,72.784,0.0,True,10-20%
76,US-2018-118038,20181209,20181211,74,34,17,3,1.2479999999999998,3,0.8,-1.9344000000000008,2,-1.5500000000000007,False,No,1.2479999999999998,0.0,True,40%+
77,US-2018-118038,20181209,20181211,75,34,17,3,9.708,3,0.6,-5.8248000000000015,2,-0.6000000000000002,False,No,9.708,0.0,True,40%+
78,US-2018-118038,20181209,20181211,76,34,17,3,27.24,3,0.2,2.724000000000002,2,0.1,False,No,27.24,0.0,False,10-20%
79,US-2015-147606,20151126,20151201,77,33,33,1,19.3,5,0.6,-14.475,5,-0.75,False,No,19.3,0.0,True,40%+
80,CA-2017-127208,20170612,20170615,78,35,34,3,208.16,1,0.0,56.20320000000001,3,0.2700000000000001,False,No,208.16,0.0,False,0%
81,CA-2017-127208,20170612,20170615,79,35,34,3,16.740000000000002,3,0.0,8.0352,3,0.4799999999999999,False,No,16.740000000000002,0.0,False,0%
82,CA-2015-139451,20151012,20151016,80,36,35,2,14.9,5,0.0,4.172000000000001,4,0.28,False,No,14.9,0.0,False,0%
83,CA-2015-139451,20151012,20151016,81,36,35,2,21.39,1,0.0,6.203099999999999,4,0.29,False,No,21.39,0.0,False,0%
84,CA-2016-149734,20160903,20160908,82,37,36,2,200.98400000000004,7,0.2,62.807499999999976,5,0.3124999999999998,False,No,200.98400000000004,0.0,False,10-20%
85,US-2018-119662,20181113,20181116,83,38,37,3,230.376,3,0.2,-48.9549,3,-0.2125,False,No,230.376,0.0,True,10-20%
86,CA-2018-140088,20180528,20180530,84,23,38,1,301.96,2,0.0,33.215599999999995,2,0.1099999999999999,False,No,301.96,0.0,False,0%
87,CA-2018-155558,20181026,20181102,85,39,39,2,19.99,1,0.0,6.796599999999998,7,0.3399999999999999,False,No,19.99,0.0,False,0%
88,CA-2018-155558,20181026,20181102,86,39,39,2,6.16,2,0.0,2.9568,7,0.48,False,No,6.16,0.0,False,0%
89,CA-2017-159695,20170405,20170410,87,40,15,1,158.36800000000002,7,0.2,13.8572,5,0.0874999999999999,False,No,158.36800000000002,0.0,False,10-20%
90,CA-2017-109806,20170917,20170922,88,41,2,2,20.1,3,0.0,6.632999999999998,5,0.3299999999999999,True,Yes,0.0,20.1,False,0%
91,CA-2017-109806,20170917,20170922,41,41,2,2,73.584,2,0.2,8.278199999999998,5,0.1124999999999999,True,Yes,0.0,73.584,False,10-20%
92,CA-2017-109806,20170917,20170922,89,41,2,2,6.48,1,0.0,3.1104000000000003,5,0.48,True,Yes,0.0,6.48,False,0%
93,CA-2016-149587,20160131,20160205,90,42,40,1,12.96,2,0.0,6.2208000000000006,5,0.48,False,No,12.96,0.0,False,0%
94,CA-2016-149587,20160131,20160205,91,42,40,1,53.34,3,0.0,16.535399999999996,5,0.3099999999999999,False,No,53.34,0.0,False,0%
95,CA-2016-149587,20160131,20160205,92,42,40,1,32.96,2,0.0,16.1504,5,0.49,False,No,32.96,0.0,False,0%
96,US-2018-109484,20181106,20181112,93,43,41,2,5.682000000000001,1,0.7,-3.788,6,-0.6666666666666665,False,No,5.682000000000001,0.0,True,40%+
97,CA-2018-161018,20181109,20181111,94,44,30,1,96.53,7,0.0,40.5426,2,0.42,False,No,96.53,0.0,False,0%
98,CA-2018-157833,20180617,20180620,95,45,35,3,51.312,3,0.2,17.9592,3,0.35,False,No,51.312,0.0,False,10-20%
99,CA-2017-149223,20170906,20170911,96,46,42,2,77.88,6,0.0,22.585199999999997,5,0.2899999999999999,False,No,77.88,0.0,False,0%
100,CA-2017-158568,20170829,20170902,97,47,27,2,64.624,7,0.2,22.618399999999998,4,0.3499999999999999,False,No,64.624,0.0,False,10-20%
101,CA-2017-158568,20170829,20170902,98,47,27,2,95.976,3,0.2,-10.79730000000001,4,-0.1125000000000001,False,No,95.976,0.0,True,10-20%
102,CA-2017-158568,20170829,20170902,99,47,27,2,1.7879999999999996,3,0.8,-3.0396,4,-1.7000000000000004,False,No,1.7879999999999996,0.0,True,40%+
103,CA-2017-129903,20171201,20171204,100,48,39,1,23.92,4,0.0,11.7208,3,0.49,False,No,23.92,0.0,False,0%
104,US-2016-156867,20161113,20161117,101,49,43,2,238.896,6,0.2,-26.87580000000001,4,-0.1125,False,No,238.896,0.0,True,10-20%
105,US-2016-156867,20161113,20161117,102,49,43,2,102.36,3,0.2,-3.8385000000000105,4,-0.0375000000000001,False,No,102.36,0.0,True,10-20%
106,US-2016-156867,20161113,20161117,103,49,43,2,36.882000000000005,3,0.7,-25.8174,4,-0.6999999999999998,False,No,36.882000000000005,0.0,True,40%+
107,CA-2018-119004,20181123,20181128,104,50,44,2,74.11200000000001,8,0.2,17.6016,5,0.2375,False,No,74.11200000000001,0.0,False,10-20%
108,CA-2018-119004,20181123,20181128,105,50,44,2,27.992000000000004,1,0.2,2.0993999999999997,5,0.0749999999999999,False,No,27.992000000000004,0.0,False,10-20%
109,CA-2018-119004,20181123,20181128,106,50,44,2,3.3040000000000003,1,0.2,1.0738,5,0.3249999999999999,False,No,3.3040000000000003,0.0,False,10-20%
110,CA-2016-129476,20161015,20161020,107,51,45,2,339.96000000000004,5,0.2,67.99199999999996,5,0.1999999999999998,False,No,339.96000000000004,0.0,False,10-20%
111,CA-2018-146780,20181225,20181230,108,52,46,2,41.96,2,0.0,10.9096,5,0.26,False,No,41.96,0.0,False,0%
112,CA-2017-128867,20171103,20171110,109,53,47,2,75.96,2,0.0,22.78799999999999,7,0.2999999999999999,False,No,75.96,0.0,False,0%
113,CA-2017-128867,20171103,20171110,110,53,47,2,27.24,6,0.0,13.3476,7,0.4899999999999999,False,No,27.24,0.0,False,0%
114,CA-2015-115259,20150825,20150827,111,54,48,1,40.096,14,0.2,14.534799999999995,2,0.3624999999999999,False,No,40.096,0.0,False,10-20%
115,CA-2015-115259,20150825,20150827,112,54,48,1,4.720000000000001,2,0.2,1.6519999999999997,2,0.3499999999999998,False,No,4.720000000000001,0.0,False,10-20%
116,CA-2015-115259,20150825,20150827,113,54,48,1,23.976000000000003,3,0.2,7.492499999999999,2,0.3124999999999999,False,No,23.976000000000003,0.0,False,10-20%
117,CA-2015-115259,20150825,20150827,114,54,48,1,130.464,6,0.2,44.0316,2,0.3374999999999999,False,No,130.464,0.0,False,10-20%
118,CA-2016-110457,20160302,20160306,115,55,6,2,787.53,3,0.0,165.38129999999995,4,0.2099999999999999,False,No,787.53,0.0,False,0%
119,US-2016-136476,20160405,20160410,116,56,49,2,157.79400000000004,1,0.7,-115.7156,5,-0.7333333333333332,False,No,157.79400000000004,0.0,True,40%+
120,CA-2017-103730,20170612,20170615,117,57,50,3,47.04,3,0.0,18.3456,3,0.3899999999999999,False,No,47.04,0.0,False,0%
121,CA-2017-103730,20170612,20170615,9,57,50,3,30.84,4,0.0,13.878,3,0.45,False,No,30.84,0.0,False,0%
122,CA-2017-103730,20170612,20170615,118,57,50,3,226.56,6,0.0,63.436800000000005,3,0.28,False,No,226.56,0.0,False,0%
123,CA-2017-103730,20170612,20170615,119,57,50,3,115.02,9,0.0,51.75899999999999,3,0.4499999999999999,False,No,115.02,0.0,False,0%
124,CA-2017-103730,20170612,20170615,120,57,50,3,68.04,7,0.0,19.7316,3,0.2899999999999999,False,No,68.04,0.0,False,0%
125,US-2015-152030,20151226,20151228,121,58,17,1,600.558,3,0.3,-8.579400000000078,2,-0.0142857142857144,False,No,600.558,0.0,True,20-40%
126,US-2015-134614,20150920,20150925,122,59,51,2,617.7,6,0.5,-407.6820000000001,5,-0.6600000000000001,False,No,617.7,0.0,True,40%+
127,US-2018-107272,20181105,20181112,123,60,52,2,2.3880000000000003,2,0.7,-1.8308,7,-0.7666666666666665,False,No,2.3880000000000003,0.0,True,40%+
128,US-2018-107272,20181105,20181112,124,60,52,2,243.992,7,0.2,30.49899999999998,7,0.1249999999999999,False,No,243.992,0.0,False,10-20%
129,US-2017-125969,20171106,20171110,65,61,26,1,81.424,2,0.2,-9.160199999999996,4,-0.1124999999999999,False,No,81.424,0.0,True,10-20%
130,US-2017-125969,20171106,20171110,125,61,26,1,238.56,3,0.0,26.241599999999977,4,0.1099999999999999,False,No,238.56,0.0,False,0%
131,US-2018-164147,20180202,20180205,126,62,48,3,59.96999999999999,5,0.4,-11.993999999999993,3,-0.1999999999999999,False,No,59.96999999999999,0.0,True,20-40%
132,US-2018-164147,20180202,20180205,127,62,48,3,78.304,2,0.2,29.364,3,0.3749999999999999,False,No,78.304,0.0,False,10-20%
133,US-2018-164147,20180202,20180205,128,62,48,3,21.456,9,0.2,6.973199999999998,3,0.3249999999999999,False,No,21.456,0.0,False,10-20%
134,CA-2017-145583,20171013,20171019,129,63,53,2,20.04,3,0.0,9.6192,6,0.48,True,Yes,0.0,20.04,False,0%
135,CA-2017-145583,20171013,20171019,130,63,53,2,35.44,1,0.0,16.656799999999997,6,0.4699999999999999,True,Yes,0.0,35.44,False,0%
136,CA-2017-145583,20171013,20171019,131,63,53,2,11.52,4,0.0,3.4559999999999995,6,0.3,True,Yes,0.0,11.52,False,0%
137,CA-2017-145583,20171013,20171019,132,63,53,2,4.02,2,0.0,1.9698,6,0.49,True,Yes,0.0,4.02,False,0%
138,CA-2017-145583,20171013,20171019,133,63,53,2,76.176,3,0.2,26.6616,6,0.3499999999999999,True,Yes,0.0,76.176,False,10-20%
139,CA-2017-145583,20171013,20171019,134,63,53,2,65.88,6,0.0,18.446400000000004,6,0.2800000000000001,True,Yes,0.0,65.88,False,0%
140,CA-2017-145583,20171013,20171019,51,63,53,2,43.120000000000005,14,0.0,20.6976,6,0.4799999999999998,True,Yes,0.0,43.120000000000005,False,0%
141,CA-2017-110366,20170905,20170907,29,64,12,1,82.80000000000001,2,0.2,10.349999999999994,2,0.1249999999999999,False,No,82.80000000000001,0.0,False,10-20%
142,CA-2018-106180,20180918,20180923,135,65,35,2,8.82,3,0.0,2.3814,5,0.27,False,No,8.82,0.0,False,0%
143,CA-2018-106180,20180918,20180923,136,65,35,2,10.86,3,0.0,5.1042000000000005,5,0.4700000000000001,False,No,10.86,0.0,False,0%
144,CA-2018-106180,20180918,20180923,137,65,35,2,143.7,3,0.0,68.976,5,0.48,False,No,143.7,0.0,False,0%
145,CA-2018-155376,20181222,20181227,138,66,54,2,839.4300000000001,3,0.0,218.2518,5,0.2599999999999999,False,No,839.4300000000001,0.0,False,0%
146,CA-2016-110744,20160907,20160912,83,67,55,2,671.93,7,0.0,20.1579,5,0.03,False,No,671.93,0.0,False,0%
147,CA-2015-110072,20151022,20151028,139,68,56,2,93.888,4,0.2,12.90959999999999,6,0.1374999999999999,False,No,93.888,0.0,False,10-20%
148,CA-2017-114489,20171205,20171209,140,69,57,2,384.4500000000001,11,0.0,103.80150000000005,4,0.2700000000000001,False,No,384.4500000000001,0.0,False,0%
149,CA-2017-114489,20171205,20171209,141,69,57,2,149.97,3,0.0,5.9987999999999815,4,0.0399999999999998,False,No,149.97,0.0,False,0%
150,CA-2017-114489,20171205,20171209,2,69,57,2,1951.84,8,0.0,585.5519999999999,4,0.3,False,No,1951.84,0.0,False,0%
151,CA-2017-114489,20171205,20171209,142,69,57,2,171.55,5,0.0,80.6285,4,0.47,False,No,171.55,0.0,False,0%
152,CA-2017-158834,20170313,20170316,143,70,58,3,157.92,5,0.2,17.76599999999999,3,0.1124999999999999,False,No,157.92,0.0,False,10-20%
153,CA-2017-158834,20170313,20170316,144,70,58,3,203.184,2,0.2,15.23879999999999,3,0.0749999999999999,False,No,203.184,0.0,False,10-20%
154,CA-2016-124919,20160531,20160602,145,71,59,3,58.38,7,0.0,26.270999999999997,2,0.4499999999999999,False,No,58.38,0.0,False,0%
155,CA-2016-124919,20160531,20160602,146,71,59,3,105.52,4,0.0,48.5392,2,0.4599999999999999,False,No,105.52,0.0,False,0%
156,CA-2016-124919,20160531,20160602,147,71,59,3,80.88,6,0.0,21.0288,2,0.2599999999999999,False,No,80.88,0.0,False,0%
157,CA-2016-118948,20160528,20160603,148,72,60,2,6.63,3,0.0,1.7901,6,0.27,False,No,6.63,0.0,False,0%
158,CA-2015-104269,20150301,20150306,121,73,61,1,457.568,2,0.2,51.47639999999994,5,0.1124999999999998,False,No,457.568,0.0,False,10-20%
159,CA-2017-114104,20171120,20171124,149,74,62,2,14.62,2,0.0,6.8714,4,0.47,False,No,14.62,0.0,False,0%
160,CA-2017-114104,20171120,20171124,150,74,62,2,944.93,7,0.0,236.2325,4,0.25,False,No,944.93,0.0,False,0%
161,CA-2017-162733,20170511,20170512,151,75,63,3,5.98,1,0.0,2.691,1,0.4499999999999999,False,No,5.98,0.0,False,0%
162,CA-2016-119697,20161228,20161231,152,76,64,1,54.38400000000001,2,0.2,1.359599999999995,3,0.0249999999999999,False,No,54.38400000000001,0.0,False,10-20%
163,CA-2017-154508,20171116,20171120,153,77,65,2,28.4,5,0.0,13.347999999999995,4,0.4699999999999999,False,No,28.4,0.0,False,0%
164,CA-2017-113817,20171107,20171111,154,78,61,2,27.680000000000003,2,0.2,9.688,4,0.3499999999999999,False,No,27.680000000000003,0.0,False,10-20%
165,CA-2015-139892,20150908,20150912,155,79,66,2,9.936,3,0.2,2.7324,4,0.275,False,No,9.936,0.0,False,10-20%
166,CA-2015-139892,20150908,20150912,156,79,66,2,8159.951999999999,8,0.4,-1359.992000000002,4,-0.1666666666666669,False,No,8159.951999999999,0.0,True,20-40%
167,CA-2015-139892,20150908,20150912,157,79,66,2,275.928,3,0.2,-58.6347,4,-0.2125,False,No,275.928,0.0,True,10-20%
168,CA-2015-139892,20150908,20150912,158,79,66,2,1740.0599999999995,9,0.3,-24.85800000000017,4,-0.0142857142857143,False,No,1740.0599999999995,0.0,True,20-40%
169,CA-2015-139892,20150908,20150912,159,79,66,2,32.064,6,0.2,6.813599999999997,4,0.2124999999999999,False,No,32.064,0.0,False,10-20%
170,CA-2015-139892,20150908,20150912,160,79,66,2,177.97999999999996,5,0.8,-453.8490000000001,4,-2.5500000000000007,False,No,177.97999999999996,0.0,True,40%+
171,CA-2015-139892,20150908,20150912,161,79,66,2,143.976,3,0.2,8.998500000000007,4,0.0625,False,No,143.976,0.0,False,10-20%
172,CA-2015-118962,20150805,20150809,162,80,26,2,20.94,3,0.0,9.8418,4,0.47,False,No,20.94,0.0,False,0%
173,CA-2015-118962,20150805,20150809,163,80,26,2,110.96,2,0.0,53.2608,4,0.48,False,No,110.96,0.0,False,0%
174,CA-2015-118962,20150805,20150809,164,80,26,2,340.14400000000006,7,0.2,21.259,4,0.0624999999999999,False,No,340.14400000000006,0.0,False,10-20%
175,US-2015-100853,20150914,20150919,165,81,37,2,52.44799999999999,2,0.8,-131.12000000000003,5,-2.500000000000001,False,No,52.44799999999999,0.0,True,40%+
176,US-2015-100853,20150914,20150919,166,81,37,2,20.16,4,0.2,6.551999999999999,5,0.3249999999999999,False,No,20.16,0.0,False,10-20%
177,US-2018-152366,20180421,20180425,167,82,67,1,97.26399999999998,4,0.8,-243.16000000000008,4,-2.5000000000000013,False,No,97.26399999999998,0.0,True,40%+
178,US-2016-101511,20161121,20161123,168,33,56,1,396.802,7,0.3,-11.33719999999994,2,-0.0285714285714284,False,No,396.802,0.0,True,20-40%
179,US-2016-101511,20161121,20161123,169,33,56,1,15.88,5,0.2,-3.771500000000001,2,-0.2375,False,No,15.88,0.0,True,10-20%
180,CA-2016-137225,20161215,20161219,170,83,30,2,3.28,1,0.0,1.4104,4,0.43,False,No,3.28,0.0,False,0%
181,CA-2015-166191,20151205,20151209,171,84,68,1,24.816000000000003,2,0.2,1.8612,4,0.075,False,No,24.816000000000003,0.0,False,10-20%
182,CA-2015-166191,20151205,20151209,172,84,68,1,408.744,7,0.2,76.63949999999998,4,0.1874999999999999,False,No,408.744,0.0,False,10-20%
183,CA-2015-158274,20151119,20151124,173,85,69,1,503.96,4,0.0,131.02960000000002,5,0.26,False,No,503.96,0.0,False,0%
184,CA-2015-158274,20151119,20151124,174,85,69,1,149.95,5,0.0,41.986,5,0.28,False,No,149.95,0.0,False,0%
185,CA-2015-158274,20151119,20151124,175,85,69,1,29.0,2,0.0,7.25,5,0.25,False,No,29.0,0.0,False,0%
186,CA-2017-105018,20171128,20171202,176,86,70,2,7.16,2,0.0,3.4368,4,0.48,False,No,7.16,0.0,False,0%
187,CA-2015-123260,20150826,20150830,177,87,4,2,176.8,8,0.0,22.98400000000001,4,0.13,False,No,176.8,0.0,False,0%
188,CA-2017-157000,20170716,20170722,178,88,71,2,37.224,3,0.2,3.7224,6,0.1,False,No,37.224,0.0,False,10-20%
